United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
28771393,56191550,52045015,10399991,7296381,16986011,2724081,14135721,3852956,2835864,1736114,5565923,24659313,3454043,4356013,0,9647999,9198212,2861075,1625410,3009409,1888028,10538344,1519865,1171455,2953961,710469,635926,355515,829919,1114355,553351,873029,560056,1173918,372571,4397265,916463,335696,617137,508816,257217,159606,371696,263043,262387,134536,192430,290277,241041,216362,236983,42210,27871,49194,137445,205239,153644,49510,1621960
7007254,4486234,16351153,9112738,598659,7977000,691856,7310959,1280721,2991065,527103,4636227,872255,4883766,558004,1471311,0,318604,576976,2415907,7272773,199815,1777432,1143889,1268455,1144934,1314975,732028,104741,967990,392945,520226,659667,2486259,964987,690528,2354144,508621,256431,1472251,168757,105469,336723,1113558,2016959,397357,155772,926126,305475,40204,820977,74945,49276,35049,481627,101043,174368,44281,48496,120695
27070801,38522681,5794080,3779585,22038600,2896778,5231003,1474251,2560232,3319794,4321970,1993974,5475443,1067175,9274478,1681166,1300689,0,10672586,1045260,2084100,12262004,418789,1128859,560102,2383893,10703074,378863,3568870,395627,472660,260351,2750274,168631,424363,119781,507076,306819,767034,126976,309200,1359339,651673,34087,25528,118446,16005,163315,21480,428019,143571,18484,50683,126036,177076,236925,78535,146704,37868,91974
9203540,98954088,2951708,3529716,51026036,1388914,20783891,786282,1742334,1065503,518162,1934193,10871894,511744,4151819,786556,1233073,5477403,0,332181,813755,5234451,66072,167719,368298,1163277,5038166,31370,1070429,186446,121030,44489,1336810,19287,130788,19328,108713,133542,419511,10686,63858,5262210,132765,6933,197667,8416,3131,100864,2161,213030,7651,10850,9627,12382,12386,19642,6123,7314,20371,167998
5060926,2231797,47824049,12283653,1025227,10719491,775211,8805614,1217584,7292571,761467,4801397,671087,4177215,262525,1794968,3184533,215984,544551,0,8321277,284166,3036659,10756290,5178947,809097,150713,4810458,17564,3216486,507799,3943497,626401,3264052,2907050,577812,237996,1624628,96340,559633,90535,68061,60576,658355,970534,1578887,3320004,507910,483775,13043,107892,240217,11763,14936,22382,14633,1201560,8768,13751,16457
27851650,39667828,55102518,10626304,23653100,14051154,11495034,26818515,839885,27096355,1212012,14863925,3814120,10933611,5232644,4736409,25064214,3502772,991815,25261103,0,1176766,1244621,7750046,7051095,2676066,2593637,8540719,1304229,1239030,189031,8160764,377954,3147083,1546089,1328169,994552,13929325,62942,8785971,304663,470190,339380,613204,6352466,22573333,9784163,17971764,988555,145703,654990,18333,13193,71550,11512,131971,1872935,25152,141065,73011
27994839,60153184,7485383,2611713,29745062,2598177,11095821,983510,2117318,7850960,5379000,992780,9330737,680119,40829444,581540,1230783,13247484,8846118,670846,1405624,0,242530,827495,516431,2211658,13322533,208891,2402307,226156,276172,348931,990823,109108,307660,84368,72996,198065,264337,136258,198370,1660615,199573,27480,40014,103507,9486,122247,12516,569531,80697,47022,32781,26717,169243,100385,74920,46589,46707,116872
9828303,5030350,48467054,4528494,1728129,7190090,1379785,11751661,1439021,2576705,931778,2881259,849060,2228192,1113821,8698860,1749726,390595,867993,3626409,3845967,476095,0,4438430,1886655,1388374,383602,6617816,66903,909785,267297,2106419,653392,2931205,759158,360967,335401,683675,360137,563574,183097,150449,147022,3395561,943506,344984,296566,342746,1971085,45751,108827,147529,13379,14226,30129,51802,141569,36285,19610,9342
4039630,2614923,43836509,7178352,797998,7435682,557479,5924317,434338,6287987,842457,4526600,546886,3356018,254969,2371102,2627288,198659,614608,7452759,5317724,172253,7379699,0,1960000,597340,171593,4064094,96922,1303988,439596,8942406,636528,1989357,969322,420595,534704,824680,51468,277347,49597,66506,48095,717671,701402,495212,547672,358406,523620,13622,67269,108020,6392,1201,6454,20586,210530,3473,8073,2179
9427467,6987099,18465666,11633253,2327403,7781434,1624890,4121250,1868501,8767420,1219173,9841687,1673389,2998997,1215567,2071064,2046400,1161556,2011338,3857470,3916609,616049,1798169,1344510,0,1991265,825576,961263,98927,12007759,499714,386040,1083716,427063,11954498,732046,636229,8798089,468411,343712,167511,266375,312663,176632,193550,195636,1123592,222777,155653,69946,133089,123645,38713,30403,72041,48273,1216885,56895,53480,95067
28658285,54299123,11721493,4478392,11135992,4536907,5573117,4261362,3523485,7217287,4420606,3408190,3831841,4271473,1701540,2018996,1408806,1965364,544738,920320,3492845,1802518,110963,280416,535651,0,2215964,127901,190149,302080,364620,111014,1607018,435266,1327244,1104801,206787,783196,5103924,124246,2590480,82371,2324817,349431,67479,128742,56087,331446,95585,127560,311891,16809,441315,249339,99297,907768,48517,383384,1835654,15487
19769655,31424279,4831146,2036613,28882003,2076600,13189998,2543221,1334384,3408747,1148991,1803910,14984084,2110168,19219120,318944,1989683,8072869,5720872,713427,1727243,8869401,90928,269776,159726,1604409,0,95902,2983436,300178,113364,149566,871909,99114,178645,136428,91673,149267,194639,140033,219999,713827,206307,87258,37681,38130,16973,40565,9075,440793,96977,182245,39289,37659,360332,90496,58089,24850,28313,156195
3842813,2715148,25868314,4070407,858394,4329735,467000,5139520,418784,2588133,795650,1711002,231137,2319180,425464,1118107,1227605,113132,294617,3392844,3007131,149560,5162476,3450980,1018140,487422,110282,0,11305,780055,144770,3604837,340123,6048725,369455,277474,272751,305974,53402,378193,53016,46503,46288,1371083,1043115,162851,252915,144227,1370748,1689,89368,103712,2716,856,8791,7194,247864,3626,6270,567
9604547,18181829,3177930,564440,9245551,604643,3706235,237096,1104165,1332148,1592575,192828,408793,203952,5087534,472442,181169,2627067,686528,148894,454529,1505467,96047,299892,65034,330203,777384,156791,0,45711,89800,22714,151064,18875,45929,16563,92532,165577,43193,8737,47552,116689,29826,19903,50936,21428,2224,19870,1299,31817,14395,7395,8217,994,4823,20597,17704,8079,9079,1368
6607380,3375699,15349574,8309404,2046524,3197687,918943,2670576,971169,5094435,421354,1583786,490192,1692558,538992,872746,818545,251892,1054230,2511411,2178375,247811,759170,859841,13037521,905605,199312,651996,87511,0,907787,284180,413127,767504,5470066,340122,280840,2389179,230975,555401,133384,149696,107226,97191,123635,127928,573859,77451,266034,57190,49613,42084,86585,13056,19097,26728,238792,29567,156945,50223
31626777,4192850,11660022,18545359,3642151,8788703,833344,4298429,1349966,6304140,1053111,18262746,528564,3689037,865774,7618371,830413,280433,1463797,1339719,1372264,288243,1633993,847403,1843103,623798,115803,491747,151049,1181746,0,212164,604518,505688,662094,723301,935232,607295,104419,371017,142556,154494,58655,52517,109110,43815,81445,153976,69197,8965,55801,106292,19309,12545,30985,30470,60100,30534,20344,19396
1797411,3458156,16271574,2829663,268251,3933939,186555,3786432,296756,1616171,204324,1217476,47892,1645049,68034,1050371,1116368,46919,315908,4061911,3533690,18147,5090765,8176816,1040483,170660,12532,5704169,1478,447197,84670,0,138354,1682305,438459,167989,111580,311281,12016,164618,25149,34772,13576,458569,444880,152594,167403,109318,330330,3503,58209,57122,867,178,2311,3261,97326,3165,2341,907
8585148,48388425,5623330,4731564,6750732,1073870,1729246,2053792,664770,1891700,386239,2339243,7351755,944333,547098,1548939,1479338,2233821,864291,283133,781694,850091,100572,280868,283350,719606,624931,47309,95970,69710,121845,34785,0,42723,341231,145241,82663,427188,115394,76276,46699,125545,113947,18693,52137,14526,7843,15886,5116,36364,11942,21409,7376,6531,134048,5164,30233,7725,11292,729672
1784440,1207502,12179031,2264389,509665,3964101,745103,6888778,264453,1637742,310043,1083649,390541,1441833,84150,603093,3592568,66885,77090,1479087,2046592,36073,1364286,1410736,562842,411732,41222,2818596,12257,259650,150579,936076,138820,0,505743,178566,163947,217262,44743,683927,25193,9502,21551,239531,2284820,53338,60436,89998,157128,13812,120718,29527,3022,36679,7414,35551,66110,1412,7777,362
5720384,3467985,24001674,25860551,1984324,7116554,3655683,2006181,3686417,18059478,197146,9019246,661872,2715173,1471977,438061,984330,429584,396313,3899271,1753351,394411,96618,217156,14248396,973958,226260,22959,29742,5857492,1465540,68534,136155,195467,0,156220,129985,1536210,79755,192369,53449,36791,22828,44148,20902,177585,124797,45895,45448,13388,9168,40071,41323,125926,3677,15721,138358,13888,3794,30599
2936552,1399461,6781781,3029936,367128,6750281,203671,2015986,359765,2395294,420183,2058851,305199,13033727,104887,1074601,680055,65509,133505,589980,691437,137974,355535,457742,600402,1087898,41896,234717,5609,424690,186816,157164,219114,339886,305345,0,120678,350051,114254,162596,58207,19528,46459,121488,67704,38193,51895,19131,18116,3842,191219,84829,16808,10104,7511,37689,22525,8710,20076,2284
23071898,3181317,2174080,2772913,1530947,1508348,856185,1255053,1028256,2562967,615829,2427221,2302457,1014987,1069175,648953,2417955,492006,657177,315174,1492854,0,109565,219583,159163,1113507,15609,160779,100469,80055,182010,58968,288625,117678,137211,147963,0,87011,134424,255099,236556,87315,67384,181486,61342,98467,14414,116034,21280,76351,5,12387,66427,31794,18753,43339,22217,61384,15088,19191
4853979,3905642,8041205,3937241,1442940,2883405,1283175,1761880,1266080,4449903,593228,2823283,961013,1115588,361777,1028092,1244975,289545,784787,1685797,5395511,436715,558688,411310,8715904,891539,442542,285554,108974,1606051,137127,153425,444008,198372,2276991,178537,283362,0,357605,170746,189979,120063,173135,62206,61087,130096,672857,248672,49781,11820,86207,42489,15593,44594,10669,41593,1991358,10257,37253,35517
11190496,20707685,2103755,830190,8020325,1453651,4657503,1632832,1706185,1135633,1438432,1116994,3241991,2068914,97483,1101286,405861,267098,967635,265821,694927,415951,99895,43292,211675,4325113,241248,8947,111636,180140,75877,11996,112362,4799,140686,42398,63363,148542,0,260080,903839,46348,1327324,17965,3446,20530,18668,13638,828,6725,9001,1764,55830,121894,725,562634,15045,271099,152224,333
1017837,433267,2365398,1145198,182431,821786,272244,3025474,149184,658751,163415,437413,108247,1128915,267311,186579,4206530,49821,164003,392544,611301,40448,201954,212218,212530,115107,90571,92037,5561,171271,40390,95052,49343,802185,65023,159472,201350,75511,15690,0,12405,23961,13448,135727,1905787,36315,33695,19549,88112,4995,119166,4701,2428,3201,7723,3128,19540,2889,7939,236
22157560,3620271,2011960,1344272,440293,706801,206586,761547,671362,1662753,911766,698507,4293644,2692182,1207117,595499,674665,44624,51383,62922,146963,387117,5530,31381,60018,1462739,15767,1637,11715,32515,144222,4457,47256,10341,96682,267366,16376,54077,1725313,8527,0,14011,1467096,2508,924,8225,1450,6398,59785,314,13721,2374,380751,767948,604,2162908,5486,358482,16407,1019
3666953,8253214,796491,1296815,2698537,474627,1395114,325033,498583,506233,370700,378868,634389,151316,849087,105451,82370,618450,6996420,28115,237611,871107,32930,30201,50485,157951,805988,10021,489949,92567,75257,1318,179225,4121,49558,21952,13953,35553,112427,39586,11667,0,80922,691,6206,3488,9829,6512,3576,218306,5345,2704,12377,18682,3446,4371,4958,3417,10259,3339
8405336,8408062,1298750,360656,2645018,405384,1983016,1038772,2986792,580932,585353,671341,692904,1914546,15971,3385734,94257,143470,132460,61010,102890,75269,8973,18182,232606,1771269,51801,883,43158,91510,19226,22153,12097,2461,330702,25142,7797,497512,1774428,15467,870181,25826,0,786,12860,5171,2734,4940,379,5987,809,2489,64403,91732,1,995155,2660,44755,26832,170
593501,302799,6091906,500725,67738,1615826,93923,3354043,126081,471656,95517,257951,121034,327332,47081,391395,304256,37640,83334,702078,1427407,28775,2461617,645630,227236,86098,16608,1187851,5093,282883,21692,411101,46466,446888,124713,57593,167418,108220,13363,179184,13609,9475,6689,0,225413,86941,103385,119875,2513309,1103,16499,19567,722,0,790,3877,36856,1174,1239,2213
537674,956743,3620884,579577,115825,1289755,171890,3144205,166092,577221,61149,952853,89881,620291,354416,285476,2760303,56340,42742,468725,702197,52579,486665,313839,121546,32929,51782,325213,69389,119445,29179,180537,34351,2023252,76492,187155,62315,82725,9987,1832856,7987,7010,16639,122346,0,56845,66454,65604,71392,5693,247106,5816,1931,997,18140,2799,17364,1593,4704,6237
111634,580512,641143,115944,26230,143485,29654,185678,33581,78961,13303,367691,151595,61442,67922,12893,186840,60272,5104,777591,13959262,55125,57642,123840,66401,545033,129821,68523,1514,18615,2839,68206,26135,90855,160128,639,11518,43496,6664,3036,5372,12882,1893,12581,25606,0,1012569,698342,24826,8551,9278,5748,93,436,4370,2831,166201,4,2154,302
1609638,124786,2321002,1442055,116916,991244,41411,520071,183485,747169,17842,450755,38250,273006,142549,99443,178690,12707,47314,1359741,1117295,48419,88361,232603,1096622,33467,6308,177078,2595,581933,102370,71175,30176,78699,839847,71773,27000,441925,5705,30413,22362,3925,1492,43553,53854,466261,0,191041,14554,2232,2005,5985,4446,888,1662,3189,1281948,846,1978,9567
1459593,16050838,6101809,508501,643812,7077308,249095,4894499,2518795,1246215,1639,310687,441841,1948962,37149,1876990,1760115,19871,1471,590082,5664931,2707,1753365,535421,16901,61395,16942,51253,130,31304,1170,18090,2224,2380305,13364,730625,1617,635192,2457,1887273,2726,803,620,37434,59498,77668,200017,0,417201,1127,16571,8,12,0,0,242,70304,26,0,48
439897,104266,1221659,191801,62228,161316,16603,1711114,92438,151745,26275,89369,10523,58000,9434,139501,193262,2066,23325,128585,392522,2072,875181,157551,56614,35937,8066,452585,639,39194,2361,135770,53573,108730,59877,10436,22333,31580,2039,113884,7862,2015,1977,1595775,48872,14884,6220,16397,0,521,63831,5739,318,10,971,594,45024,489,114,6310
2569638,182564,600745,1108920,297136,313692,84529,421427,199745,131701,146482,488075,515295,113280,141374,170946,90978,56699,146832,74786,402453,86930,31790,47179,61144,46929,49532,8139,7563,28532,73595,31081,32798,5757,45383,3879,86828,22957,36669,4458,17709,38630,16325,3259,2015,10977,4458,8189,1038,0,1094,2383,2744,5909,9774,11726,7508,2149,2623,4931
771705,176729,1986498,623116,131121,4966880,244391,3051498,310634,421077,31639,448523,116960,743189,11199,160386,289268,9739,18226,139764,137077,18223,162985,116134,24804,136081,26098,20294,1611,16716,18718,93722,26405,86165,42661,27601,339,11406,1527,14793,7041,4528,10920,29622,4248,2740,280,5143,8971,112,0,15773,2230,1,2822,3597,4892,1103,22049,2504
664709,256661,3965399,567159,67573,1771667,43471,1449809,155275,982063,111824,3311817,42655,400575,64871,396836,137211,19541,43526,393279,204050,44104,383368,318029,358536,88706,16359,77905,2913,168753,62207,71600,54039,134893,95986,106494,242376,68201,17504,116709,9680,5314,4901,92680,62844,29360,24774,9349,18203,155,7034,0,584,5937,1973,17260,9516,1113,229,856
4382080,290011,229257,216418,94696,144572,108414,84843,1194659,178026,131680,200473,13073,151745,36953,65391,15724,31032,27664,24420,21071,1113,705,8346,18927,18788,3198,91,4796,4912,9035,4551,11758,244,14012,24722,4307,3971,23729,981,46904,5853,29395,124,18728,651,73,659,170,128,295,446,0,126193,33,10090,4543,30330,1435,0
4474578,173934,117181,89919,237225,48866,159575,64018,367147,312468,528834,32910,13337,129847,11295,42141,10898,8824,11706,10059,42628,2210,972,3375,5308,20634,6041,45,3934,832,1312,317,6551,771,22272,4220,2688,9284,137935,4592,39225,15648,28401,975,3148,2254,6,99,3625,1534,54974,220,118467,0,218,23017,1260,387393,1072,144
200872,315688,204602,56705,91137,54932,24802,68842,17309,94434,887,190195,28749,23769,20142,188541,57102,12955,13781,5909,22441,4874,448,4953,19224,64,14990,2539,1331,1555,1720,6136,9442,3974,16184,3788,69510,6009,184,7379,10,4198,2,608,5975,598,689,57,542,753,174,92,0,0,0,19,45,0,0,612
11971956,775263,651530,239645,1092425,435848,48399,489784,285490,362190,115343,391003,373233,691906,3761,175655,98084,4673,19497,239063,1290119,116008,1986,53247,24815,140856,13119,4908,1555,24441,4397,19591,81113,3960,52553,21966,4191,13334,2514884,74722,881687,26108,1930304,23165,10372,19470,8213,39251,14986,13106,4506,1161,68602,134743,305,0,3824,38779,24870,64
435791,199575,662933,285405,135393,311649,164728,112653,79985,309637,127089,338421,106693,59212,83088,52722,258685,8909,43821,159942,788005,6847,40052,52929,2612981,48317,2958,30404,306,352458,20308,43594,28073,15638,697497,25975,15108,2237799,3433,7994,5760,2775,3017,8236,14064,66945,976733,31359,15269,3072,2546,2922,2626,7414,105,441,0,6308,327,15917
12177013,4758054,625494,312225,339742,269869,267247,241877,573854,3427962,3174397,476978,220078,145495,613997,112200,82286,79478,129927,96071,126846,1801508,874,445354,65401,448544,27663,3001,2157,3652,60938,9885,35322,1233,58170,70541,2500,50009,29272,20231,83375,12076,31868,2633,78,16671,1450,5594,8339,1238,1110,3816,247220,519813,267,75647,5113,0,3906,74
442034,2466419,504225,137203,77327,80977,120945,249798,69903,249362,283613,30346,20867,144312,16076,136651,109267,40129,20334,50562,325241,11092,35102,20736,18343,1766993,26000,12711,71195,10992,4827,545,76392,4469,41989,85891,167611,49749,199551,9030,64873,5152,149801,103,9518,4304,1602,7382,2312,3331,104509,409,49109,63840,310,51411,1047,23294,0,4502
72124,552548,167005,35208,198779,51726,46144,63163,8289,121077,583,91951,818732,28589,19639,391293,43069,29394,5404,39441,68214,25703,362,5927,4575,1,51588,457,2099,15696,950,84,102732,5520,4535,19760,9637,7873,85,7901,453,6818,24,1683,69828,6542,4850,6902,2,1581,2708,916,0,8,141,0,7,18,170,0
0,160064514,66753018,58616732,73045283,41858288,45531184,16571634,251814356,36214005,195857558,33275899,20439727,13681326,37902802,21316869,12727960,14675262,24148859,5386900,18594395,16009272,3861374,3724819,4083123,35318307,8188542,2019512,5996959,2751958,7706127,918564,6595504,905016,5531215,1235500,8564065,2841266,14223647,664794,18256281,4932306,8802429,428857,371500,78030,425265,1993064,203575,493224,720276,1636155,7273141,7357977,654989,7692957,377628,7632681,1011168,369836
486296238,0,107593170,64147254,181294159,56416480,90071153,33305149,53066196,47026706,66255965,18108907,58230546,26227845,44418932,13284726,24918224,38498345,46854594,22992572,50853010,35322309,6418910,17426277,7292223,37344986,30624380,5140097,10283721,7113521,4467295,6676017,15449362,3149705,8484222,2123608,5994138,4950628,14993983,3313758,11790385,7199913,8924520,1502754,1147400,947958,884212,7357220,588802,3414298,1782594,514021,2057628,1796889,5018119,4614573,1506153,1715660,1989445,2046634
125532375,105012760,0,100307056,24121796,112991127,21285205,72235117,14436100,83336333,13762327,59552294,12706867,42444332,10647100,59376749,22369476,5913348,10706488,47026899,32947335,7083009,74055799,40154997,28258008,13837993,4091179,26343463,2749322,20267379,5640601,12750248,10003242,14871053,10566333,9654866,4651256,10168289,2615818,6176952,2530978,2044023,1477217,5500141,4254707,2410804,3845123,2314624,3463093,327234,1739941,5719654,287607,273340,363645,657452,2043328,360603,436901,248136
55316559,23726733,51158697,0,6384288,26020528,7441595,13656213,8323162,33764989,2513361,22140231,4791111,14671870,6191887,33710367,5932227,2782346,5484532,5483481,7777965,2171451,2785954,3282494,10046504,3257801,894761,1798762,409914,4714837,22897850,991274,3271703,1770470,5787191,2413907,2334551,2366945,846504,1591157,598481,1103984,329648,407783,589249,92621,1428212,578863,291934,290693,330979,391272,163967,46974,167608,211044,661579,102048,81004,262969
137503838,162920512,26506351,10491214,0,10361847,53775887,3590569,12046255,11055993,17544577,7357522,9963998,3510972,20119357,3985161,3199915,35710527,15478595,3123992,10917410,16731372,1034654,2548899,1455618,5901376,17007579,1232289,5538671,403477,2332843,1047756,3777364,308305,2020254,336113,1294013,879154,2295844,266034,1525446,2833474,1105000,95162,111267,88484,35612,924773,26862,941086,269736,311606,352603,255613,569356,878833,344851,475324,78960,559409
47750027,27074420,88658332,43522747,11469357,0,6824708,40912571,5390799,22973618,3791300,46132438,3383506,38490084,8106878,18116604,8122571,2438143,3830336,8068018,10551969,3812988,4747811,4924351,7228644,5707607,1335158,4938424,2338235,3045204,3350559,2531753,2207204,4419815,3071428,5552049,1561079,2428355,2267955,2815091,1853550,971715,346819,1108669,1052550,200539,977162,1085512,531106,162924,4044975,3371481,155522,78240,120294,240252,439891,105797,180220,72551
71745454,190108773,10661829,6200577,33385307,4030027,0,3111737,6551468,4223868,13771522,2840150,13437254,2201980,21600975,690126,7548319,8540372,10614475,4322772,8972462,9667998,782576,3110986,887122,8525813,11847411,1425781,5234082,2079590,640124,5920093,1543444,625131,1543223,368454,1354780,588625,2306100,1953863,1500478,1904064,1381737,1562576,108127,62699,423269,1066994,104477,413783,270437,137058,248641,439818,215640,943739,145361,326413,214735,163350
43360963,19284885,64482805,28456784,8607391,48092634,6261237,0,5807776,10722656,5219400,15727118,4334627,20633652,4139871,22594137,12059098,2269845,5447722,11393121,12683365,1781946,11446534,6331813,4904025,6322165,1723009,4638678,379229,3588496,1219197,2752391,2642851,8445309,2731874,4082562,2784123,1921058,1269516,4672065,982272,771015,645824,4892193,2441049,670242,1728745,1039383,3262617,265011,3634615,624186,226581,143004,472104,374168,555229,206516,170749,79658
354171825,25182010,4807944,13733559,11250091,3960849,5442723,3301107,0,1793294,10044921,3554920,3747636,1342308,1179915,1562201,1107270,919587,1835920,406657,1496715,919524,392736,172855,401759,2713272,1860198,132209,336115,357092,474149,66224,420740,76853,2338256,236592,373101,410236,1266797,122293,1164632,431283,853531,96320,43155,17256,54030,177543,16123,309086,126804,160979,275235,77659,52045,336030,29361,186720,44242,123713
21580663,9340126,116719333,53552199,4295147,28462992,4580225,27646621,3332214,0,3688029,90435664,2782977,14061349,4705698,6088657,3517164,1039733,1762836,8060601,5264873,2511507,7131307,5178693,12800147,3168111,908269,4239116,388616,7473945,3502629,1012201,1444136,2899986,3306211,4053499,2416737,3943813,461805,3080465,294209,380165,161387,1054663,952359,452772,1683373,308725,787778,83585,246159,942865,88419,108391,123790,373605,843682,115858,46916,176504
296855759,11173418,4944296,2042987,4278227,2308689,3270516,1597078,26070727,1948935,0,2480818,3445597,6805693,2828429,1945595,944665,568069,1774159,409209,783090,425601,209032,522167,69618,5363009,187462,185361,76109,155239,414810,86738,530672,141236,192185,65675,151430,206462,2430747,28389,5272632,204858,1924811,13213,10873,2089,13040,120165,6091,7851,44880,21069,1062260,1950049,8668,1139418,25450,1147126,258098,2750
21383561,10059222,52490303,34027390,2523378,52914030,1834795,20031816,1868939,49184570,941963,0,11293119,8805081,1643326,5025630,3863892,1091139,1573566,5186292,3573504,720533,4074126,2715570,6392209,1850255,585486,2497881,236878,2990540,1473790,817275,1070640,1660462,1584118,2084818,3818141,1540737,408033,1723736,260327,258711,277120,565926,713222,345159,1208660,216385,385078,103476,353598,5703384,67429,135910,195723,182744,280684,77225,46477,126983
46985468,16358691,9603386,10721467,6987497,6879908,5274760,5541812,2876562,3573514,3726520,5427422,0,3484304,8276042,1777036,6898577,3039489,2768026,1695725,3170707,4079514,501198,720341,770791,6640265,3952081,385107,1009617,885436,532764,331442,4551486,300257,449498,653311,2240581,491276,664633,428440,1368797,421700,836290,219981,152162,71001,60457,259876,118436,3977635,290299,50003,147509,232588,1056107,393423,65889,114833,168799,2453793
14901316,6203607,32943810,22037264,4096958,39270633,2891623,22893728,1995771,9063516,4753243,8233219,1739320,0,1179361,5360355,6075843,676789,2769354,4286926,4342490,716975,2134876,2637548,2211603,3910068,517093,1539102,395213,1508190,1152772,987633,1717406,2029778,1586882,25516988,1419370,1261317,1455327,2085272,966858,458976,762275,539256,1697909,188798,658771,378588,372665,50451,1005297,287336,437324,304993,125730,618931,184321,206000,287795,33810
16651709,30828733,6679848,2137151,7883744,3698031,11306681,303571,1044324,3554641,1199910,5652283,7069417,562993,0,1709771,293037,7879010,11396038,915658,602260,26200004,65022,644239,214954,804073,25186115,514374,4705196,124155,463752,44768,1819742,32617,584906,47515,868425,76211,63793,35939,146150,1709194,52836,4850,27931,8010,3478,91114,4094,1270052,26927,15445,12412,47666,12512,55067,7810,74963,8179,39227
31759081,40541086,53726149,10638131,7216048,16848155,2770943,13819538,3522777,2821676,2009400,5826969,21133061,3802005,4012095,0,4825458,4196020,2538879,1761319,3271954,2262637,10224386,1514786,1185020,2789218,628225,695903,339494,778808,1660334,638897,823273,645381,1224032,353288,5189867,892163,285070,617547,519237,263848,202349,415571,232168,228533,116471,182727,251549,129600,255123,183368,49713,22076,41305,138602,167549,116823,36355,905636
7763895,3705396,17868513,10556906,663329,8153062,655285,7594180,1275116,3201489,639145,4510210,1347562,5257846,404895,3626888,0,283762,680441,2691010,6654286,217332,1821859,1335605,1387884,882345,1069208,699726,107963,1062232,577064,622627,650267,2617467,881623,514884,2683570,559226,245963,1543476,204698,124570,294344,1214323,1966461,338689,181583,1019387,256478,51469,926876,80381,57570,22288,399678,110027,215692,60619,47539,142715
28026525,38331928,6279422,4003282,21739725,3038902,5344895,1735306,2592822,3872359,4353575,1815858,5680938,1163557,8770743,2034993,1276798,0,9844416,869955,2231759,12124849,423289,1139048,545706,2212758,9781053,379446,3597631,420132,537675,254903,2376335,177066,620181,161142,594843,288801,795708,141964,343642,1461367,599999,43990,27904,7633,37477,139509,26015,462024,179298,23009,65912,156726,200985,239600,91696,155012,34027,104698
10765046,97630887,2414551,3231337,48117722,1166279,20441131,677991,1300693,1294780,553534,1393409,9934691,817041,4682097,597449,544148,5414139,0,386302,672592,6185832,93144,155322,302062,1091546,5647502,25839,843317,106468,105666,40640,1092150,24398,147274,17737,124969,76690,292176,12932,44342,5175942,132192,1585,10425,725,3613,85567,3381,237382,5881,12736,13635,7501,14345,15571,7477,7820,9541,141812
5340571,2934739,52726951,12681369,1135578,11106566,772856,9592235,1441179,7990219,891902,4920211,630116,5194350,453925,1914073,3082128,256094,686619,0,7069392,238303,3162763,11865463,5254198,664836,143765,5401467,23410,3216506,573635,4074594,730521,3600824,2883070,713654,244582,1728743,97337,589207,131872,82514,81743,726522,939707,2431804,3326636,429328,567074,17452,117322,262509,9778,3999,26477,15558,1159509,12804,8921,14931
24465063,41593505,51248769,10114257,24755660,13680572,15673983,22945929,666788,24155708,1510511,14059088,4207629,7958305,7931170,3314858,25288597,3708455,1179334,23405595,0,2064233,925132,6248074,7937953,3016393,1589806,7292484,1000435,1192808,299509,6530466,456290,3048761,1577982,943983,974278,11377221,60025,6425371,404168,432894,318045,568861,5277678,21868622,7620568,13807686,1158133,260309,1052360,44397,91476,39088,126721,134323,2160690,34216,52918,128441
31113046,55652243,8256887,2784646,29181376,2426518,11100597,903086,2188448,8583306,6560587,1122876,10928503,750469,39036489,712681,1160993,12745923,10036756,974722,1458930,0,245184,918507,429274,1899963,10855394,253098,3208639,254839,304146,633972,1002666,104766,324885,84987,52005,209665,262353,80911,225744,1934638,169521,96141,43363,14810,9582,104713,14529,715781,74257,29455,37422,33516,135454,108822,93545,51584,30660,387572
10889475,5851704,47970457,5201112,1795088,7699999,1343148,10944916,1524053,2642802,1061621,2779029,852420,2291865,1291514,9666582,1814150,423958,934362,3839900,3389791,560168,0,4793557,2006016,1126515,342955,7578435,80149,917233,281443,2125412,585744,2931243,692524,385113,413192,619673,242715,555334,181157,231723,130454,3484429,980262,299109,363754,278940,1978681,62103,134647,138003,15170,24089,29773,57164,128744,46713,22331,18734
4479008,2986689,48898188,7714143,773622,7904952,558008,6452916,450774,6217068,1095114,4314459,505562,4003819,315233,2504749,2420199,210912,551304,7621062,4893920,195825,7705220,0,2101662,555071,175580,4727257,53189,1785313,527944,8849949,593341,2128305,887649,542281,607073,927622,52476,299829,57378,77581,60446,726479,779088,397994,560533,357317,529799,11429,76126,130233,8321,1763,45291,16931,230788,7853,13394,6904
